ability_read	tokens=ability|*|*,read|*|*	aptitude=0.058	attention=0.077	pleasentness=-0.055	polarity=0.027	semantics=information|eyes|choose_book|purchase_book|hold_book	sensitivity=0.0
ability_see	tokens=ability|*|*,see|*|*	aptitude=0.0	attention=0.0	pleasentness=0.837	polarity=0.279	semantics=wear_glass|near_tv|open_eye|turn_on_tv|eyesight	sensitivity=0.0
abject	tokens=abject|*|*	aptitude=-0.192	attention=0.398	pleasentness=-0.465	polarity=-0.144	semantics=resignedly|unhopeful|abjectly|resignation|reconcile	sensitivity=-0.173
abjectly	tokens=abjectly|*|*	aptitude=-0.192	attention=0.398	pleasentness=-0.465	polarity=-0.144	semantics=abject|resignedly|unhopeful|resignation|reconcile	sensitivity=-0.173
able_eat	tokens=able|*|*,eat|*|*	aptitude=0.104	attention=-0.009	pleasentness=0.258	polarity=0.089	semantics=munch|satisfy_appetite|nourishment|replenish_energy|sustenance	sensitivity=0.104
able_hear	tokens=able|*|*,hear|*|*	aptitude=0.0	attention=-0.134	pleasentness=0.037	polarity=0.037	semantics=audible|go_rock_concert|attend_concert|sensibility|turn_radio	sensitivity=0.059
able_read	tokens=able|*|*,read|*|*	aptitude=0.727	attention=0.895	pleasentness=0.972	polarity=0.865	semantics=good_sense_of_humor|good_eyesight|taken_seriously|complement|much_need	sensitivity=0.0
able_run	tokens=able|*|*,run|*|*	aptitude=0.866	attention=0.729	pleasentness=0.731	polarity=0.775	semantics=stand_behind|start_move|conform|stand|go_end	sensitivity=0.0
able_see	tokens=able|*|*,see|*|*	aptitude=0.078	attention=0.111	pleasentness=0.071	polarity=0.087	semantics=wear_glass|make_popcorn|rend_video|watch_good_movie|rend_movie	sensitivity=0.0
able_use	tokens=able|*|*,use|*|*	aptitude=0.915	attention=0.813	pleasentness=0.84	polarity=0.856	semantics=increase_income|transact_business|resolve_dispute|time_consume|promote_business	sensitivity=0.0
abominably	tokens=abominably|*|*	aptitude=-0.678	attention=0.123	pleasentness=-0.062	polarity=-0.443	semantics=repulsive|repugnant|detestably|odiously|detestable	sensitivity=0.712
abominate	tokens=abominate|*|*	aptitude=-0.642	attention=0.183	pleasentness=-0.063	polarity=-0.391	semantics=abhorrence|abomination|detestation|execration|loathing	sensitivity=0.651
abomination	tokens=abomination|*|*	aptitude=-0.642	attention=0.183	pleasentness=-0.063	polarity=-0.391	semantics=abhorrence|detestation|execration|loathing|odium	sensitivity=0.651
aboriginal	tokens=aboriginal|*|*	aptitude=0.121	attention=0.12	pleasentness=0.066	polarity=0.068	semantics=form_government|kingdom|united_country|political_entity|native_australia	sensitivity=-0.104
abortion	tokens=abortion|*|*	aptitude=0.0	attention=-0.769	pleasentness=-0.847	polarity=-0.27	semantics=death|medical_procedure|sickness|cure|determine_health	sensitivity=0.732
above_earth	tokens=above|*|*,earth|*|*	aptitude=0.066	attention=0.09	pleasentness=0.0	polarity=0.052	semantics=massive|universe|without_light|limitless|outer_space	sensitivity=0.0
above_leg	tokens=above|*|*,leg|*|*	aptitude=0.088	attention=0.085	pleasentness=0.023	polarity=0.05	semantics=thigh|body_part|joint|hip|knee	sensitivity=-0.045
abrasion	tokens=abrasion|*|*	aptitude=-0.099	attention=0.0	pleasentness=-0.101	polarity=-0.085	semantics=gash|painful_injury|cut_skin|boo_boo|laceration	sensitivity=-0.056
abrasive	tokens=abrasive|*|*	aptitude=-0.037	attention=0.0	pleasentness=-0.061	polarity=-0.033	semantics=friction|no_water|dirt|sand|ground_material	sensitivity=0.0
abroad	tokens=abroad|*|*	aptitude=0.0	attention=0.766	pleasentness=0.0	polarity=0.255	semantics=overseas|another_country|study_abroad|elsewhere|live_abroad	sensitivity=0.0
abrupt	tokens=abrupt|*|*	aptitude=-0.878	attention=0.0	pleasentness=-0.732	polarity=-0.825	semantics=rude|surprise|jeer|sudden|jolt	sensitivity=0.865
absence	tokens=absence|*|*	aptitude=-0.093	attention=0.0	pleasentness=-0.561	polarity=-0.382	semantics=lack|poor|poverty|emptiness|hunger	sensitivity=-0.493
absence_of_danger	tokens=absence|*|*,of|*|*,danger|*|*	aptitude=0.365	attention=-0.66	pleasentness=0.046	polarity=0.357	semantics=safety|absence_of_risk|guarded|secure|defended	sensitivity=0.0
absence_of_light	tokens=absence|*|*,of|*|*,light|*|*	aptitude=-0.31	attention=-0.373	pleasentness=-0.707	polarity=-0.276	semantics=lack_light|depression|anguish|feel_sorry|end_marriage	sensitivity=0.185
absent	tokens=absent|*|*	aptitude=-0.179	attention=0.41	pleasentness=-0.472	polarity=-0.146	semantics=skip_class|skip_work|gone|avoid_work|lazy	sensitivity=-0.196
absolute	tokens=absolute|*|*	aptitude=0.346	attention=0.239	pleasentness=0.295	polarity=0.277	semantics=full|never_end|infinite|total|unending	sensitivity=0.049
absolutely	tokens=absolutely|*|*	aptitude=0.996	attention=0.0	pleasentness=0.77	polarity=0.589	semantics=balance_check_account|bind_agreement|need_money|ask_money|earn_wage	sensitivity=0.0
absolution	tokens=absolution|*|*	aptitude=0.916	attention=0.0	pleasentness=0.901	polarity=0.606	semantics=get_away|bread|glory|counsel|vow	sensitivity=0.0
absorb_information	tokens=absorb|*|*,information|*|*	aptitude=0.538	attention=0.896	pleasentness=0.757	polarity=0.73	semantics=ask_expert|remember_fact|remember_information|research|want_learn	sensitivity=0.0
absorb_moisture	tokens=absorb|*|*,moisture|*|*	aptitude=0.0	attention=0.799	pleasentness=0.0	polarity=0.266	semantics=iron_shirt|sit_beach|garden_vegetable|iron_clothes|shine_shoes	sensitivity=0.0
absorb_water	tokens=absorb|*|*,water|*|*	aptitude=0.179	attention=0.184	pleasentness=0.0	polarity=0.104	semantics=hygroscope|hold_water|antiquate|molecule|tangent	sensitivity=-0.051
abstinence	tokens=abstinence|*|*	aptitude=-0.703	attention=0.0	pleasentness=-0.998	polarity=-0.865	semantics=use_condom|prevent_conception|restrain|prevent|stop	sensitivity=0.893
abstract	tokens=abstract|*|*	aptitude=0.266	attention=0.309	pleasentness=0.0	polarity=0.157	semantics=subjective|abstract_concept|choice|again_and_again|imaginary	sensitivity=-0.105
abstract_concept	tokens=abstract|*|*,concept|*|*	aptitude=0.745	attention=0.0	pleasentness=0.0	polarity=0.248	semantics=abstract|choice|thoughtful|certainty|forethought	sensitivity=0.0
abstract_think	tokens=abstract|*|*,think|*|*	aptitude=0.0	attention=0.182	pleasentness=-0.022	polarity=0.039	semantics=new_think|brain_function|make_right_decision|brainstorm|think	sensitivity=0.043
abstraction	tokens=abstraction|*|*	aptitude=0.296	attention=0.291	pleasentness=0.144	polarity=0.219	semantics=imaginary|descriptive_term|reliable|social_creature|sentient	sensitivity=-0.075
abundance	tokens=abundance|*|*	aptitude=0.179	attention=0.184	pleasentness=0.0	polarity=0.104	semantics=a_lot|rich|abundant|fat|plentiful	sensitivity=-0.051
abundant	tokens=abundant|*|*	aptitude=0.189	attention=0.168	pleasentness=-0.083	polarity=0.068	semantics=a_lot|abundance|rich|plentiful|plenty	sensitivity=-0.069
abuse	tokens=abuse|*|*	aptitude=-0.287	attention=-0.033	pleasentness=-0.25	polarity=-0.22	semantics=feel_stressed|parking_ticket|without_money|mock|reprimand	sensitivity=-0.157
academy	tokens=academy|*|*	aptitude=0.782	attention=0.825	pleasentness=0.739	polarity=0.782	semantics=school_session|freshman|lesson|university|undergraduate	sensitivity=0.0
accept	tokens=accept|*|*	aptitude=0.894	attention=0.0	pleasentness=0.972	polarity=0.622	semantics=bring|receive|allow|come|permission	sensitivity=0.0
acceptance	tokens=acceptance|*|*	aptitude=0.3	attention=0.0	pleasentness=0.0	polarity=0.1	semantics=need_want|given|suggest|kindness|limit_time	sensitivity=0.0
access	tokens=access|*|*	aptitude=0.703	attention=0.0	pleasentness=0.825	polarity=0.509	semantics=pay_toll|get_fast|drive|fast_travel|drive_quickly	sensitivity=0.0
access_computer	tokens=access|*|*,computer|*|*	aptitude=0.847	attention=0.85	pleasentness=0.0	polarity=0.566	semantics=a_lot_of_time|learn_program_language|write_code|learn_computer_language|turn_computer_on	sensitivity=0.0
access_internet	tokens=access|*|*,internet|*|*	aptitude=0.769	attention=0.732	pleasentness=0.827	polarity=0.776	semantics=process_data|process_information|surf_internet|increase_efficiency|send_email	sensitivity=0.0
accessorize_outfit	tokens=accessorize|*|*,outfit|*|*	aptitude=0.21	attention=0.114	pleasentness=0.152	polarity=0.124	semantics=decoration|adornment|look_nice|decorate|nice	sensitivity=-0.103
accessory	tokens=accessory|*|*	aptitude=0.173	attention=0.075	pleasentness=0.0	polarity=0.073	semantics=adornment|worn|protective_cover|hang_hanger|stylish	sensitivity=0.028
accident	tokens=accident|*|*	aptitude=0.0	attention=-0.802	pleasentness=-0.708	polarity=-0.287	semantics=automobile_accident|hit_car|crash_tree|use_brake|crash_car	sensitivity=0.955
accident_happen	tokens=accident|*|*,happen|*|*	aptitude=0.0	attention=-0.876	pleasentness=-0.817	polarity=-0.287	semantics=get_stick_traffic|traffic_congestion|piss_off|overwhelm|work_much	sensitivity=-0.919
acclaim	tokens=acclaim|*|*	aptitude=0.98	attention=0.828	pleasentness=0.853	polarity=0.887	semantics=endorse|recommend|stimulate_mind|acculturation|support	sensitivity=0.0
accolade	tokens=accolade|*|*	aptitude=0.223	attention=0.178	pleasentness=0.232	polarity=0.154	semantics=fame|alms|find_money|better_life|small_detail	sensitivity=-0.172
accommodation	tokens=accommodation|*|*	aptitude=0.095	attention=0.119	pleasentness=0.0	polarity=0.071	semantics=building|government|govern_city|government_building|large_building	sensitivity=0.0
accomplice	tokens=accomplice|*|*	aptitude=0.177	attention=0.143	pleasentness=0.041	polarity=0.028	semantics=tribute|tradition|giver|good_intention|emancipation	sensitivity=-0.277
accomplish	tokens=accomplish|*|*	aptitude=0.79	attention=0.0	pleasentness=0.907	polarity=0.566	semantics=hard_work|get_job_done|task|job|find_job	sensitivity=0.0
accomplish_goal	tokens=accomplish|*|*,goal|*|*	aptitude=0.308	attention=0.185	pleasentness=0.228	polarity=0.215	semantics=better_life|reach_goal|nice_place_live|make_difference|self_esteem	sensitivity=-0.076
accomplish_task	tokens=accomplish|*|*,task|*|*	aptitude=0.268	attention=0.657	pleasentness=0.532	polarity=0.4	semantics=score_goal|explain_idea|ego_boost|solve|win_game	sensitivity=-0.257
accomplishment	tokens=accomplishment|*|*	aptitude=0.107	attention=0.0	pleasentness=0.122	polarity=0.076	semantics=extreme_elation|stardom|cramp|win|sense_accomplishment	sensitivity=0.0
accord	tokens=accord|*|*	aptitude=0.0	attention=0.0	pleasentness=0.824	polarity=0.275	semantics=pact|ode|harmony|chord|agreement	sensitivity=0.0
account	tokens=account|*|*	aptitude=0.055	attention=0.259	pleasentness=0.0	polarity=0.105	semantics=dividend|piggy_bank|banker|bank_loan|billfold	sensitivity=0.0
account_book	tokens=account|*|*,book|*|*	aptitude=0.0	attention=0.119	pleasentness=0.041	polarity=0.048	semantics=tab|bank|general_ledger|cash|savings	sensitivity=0.017
account_department	tokens=account|*|*,department|*|*	aptitude=0.0	attention=0.082	pleasentness=0.026	polarity=0.036	semantics=bank_loan|accountant_office|deposit|financial|checkbook	sensitivity=0.0
account_term	tokens=account|*|*,term|*|*	aptitude=0.179	attention=0.307	pleasentness=-0.028	polarity=0.129	semantics=money_due|money_loss|amount_owe|money_payment|money_owe	sensitivity=-0.07
accountant	tokens=accountant|*|*	aptitude=0.089	attention=0.228	pleasentness=-0.075	polarity=0.074	semantics=football_coach|little_child|child_parent|visitor|child	sensitivity=0.019
accountant_office	tokens=accountant|*|*,office|*|*	aptitude=0.0	attention=0.082	pleasentness=0.026	polarity=0.036	semantics=account_department|stationary_store|stationery_store|shirt_pocket|desk_drawer	sensitivity=0.0
acculturation	tokens=acculturation|*|*	aptitude=0.0	attention=0.99	pleasentness=0.868	polarity=0.619	semantics=stimulate_mind|enjoy_story|cultural_experience|get_news|escape_reality	sensitivity=0.0
accumulate	tokens=accumulate|*|*	aptitude=0.279	attention=0.131	pleasentness=0.02	polarity=0.116	semantics=savings|save_up|retrieve|obtain|bring_together	sensitivity=-0.081
accumulate_knowledge	tokens=accumulate|*|*,knowledge|*|*	aptitude=0.932	attention=0.728	pleasentness=0.774	polarity=0.811	semantics=get_smart|gain_new_knowledge|increase_knowledge|learn_history|comprehend	sensitivity=0.0
accuracy	tokens=accuracy|*|*	aptitude=0.0	attention=0.067	pleasentness=0.043	polarity=0.033	semantics=accurate|time|time_loop|period|time_description	sensitivity=0.012
accurate	tokens=accurate|*|*	aptitude=0.0	attention=0.067	pleasentness=0.043	polarity=0.033	semantics=accuracy|time|time_loop|period|time_description	sensitivity=0.012
accuse	tokens=accuse|*|*	aptitude=-0.188	attention=0.0	pleasentness=-0.068	polarity=-0.118	semantics=accuse_person|become_lawyer|wear_robe|examine_evidence|consider_evidence	sensitivity=-0.099
accuser	tokens=accuser|*|*	aptitude=-0.188	attention=0.0	pleasentness=-0.068	polarity=-0.118	semantics=fault|fall_down|sore_knee|breathe_fast|miss_ball	sensitivity=-0.099
ace	tokens=ace|*|*	aptitude=0.172	attention=0.11	pleasentness=-0.049	polarity=0.059	semantics=heavy_paper|hard_paper|poker_hand|paper_square|gamble_game	sensitivity=-0.057
ache	tokens=ache|*|*	aptitude=-0.716	attention=0.0	pleasentness=-0.767	polarity=-0.742	semantics=cut_skin|ouch|excruciate|dislocation|hurt	sensitivity=-0.743
achene	tokens=achene|*|*	aptitude=0.115	attention=0.141	pleasentness=0.0	polarity=0.082	semantics=fruit|rind|funiculus|seed|pip	sensitivity=0.01
achievable	tokens=achievable|*|*	aptitude=0.192	attention=0.232	pleasentness=0.036	polarity=0.134	semantics=money_spend|look_price|purchase|establish_credit|pay_debt	sensitivity=-0.057
achieve	tokens=achieve|*|*	aptitude=0.884	attention=0.855	pleasentness=0.981	polarity=0.907	semantics=permission|obtain|attain_goal|achieve_goal|take	sensitivity=0.0
achieve_goal	tokens=achieve|*|*,goal|*|*	aptitude=0.148	attention=0.083	pleasentness=0.0	polarity=0.077	semantics=mission_accomplished|maintenance|clean_often|vacuum_carpet|achievement	sensitivity=0.0
achievement	tokens=achievement|*|*	aptitude=0.329	attention=0.308	pleasentness=0.177	polarity=0.25	semantics=accomplishment|good_work|benefit|positive_reinforcement|set_goal	sensitivity=-0.065
acid	tokens=acid|*|*	aptitude=-0.09	attention=0.0	pleasentness=0.071	polarity=-0.035	semantics=gunk|rotten_food|sour_cream|glass_of_milk|lemon_juice	sensitivity=-0.085
acid_indigestion	tokens=acid|*|*,indigestion|*|*	aptitude=-0.129	attention=-0.041	pleasentness=-0.029	polarity=-0.039	semantics=choke|become_full|get_full|burp|little_hungry	sensitivity=0.0
acknowledge	tokens=acknowledge|*|*	aptitude=0.165	attention=0.242	pleasentness=-0.109	polarity=0.075	semantics=figure_out|polarize|reach_conclusion|think_process|arrive_conclusion	sensitivity=-0.072
acknowledgement	tokens=acknowledgement|*|*	aptitude=0.966	attention=0.857	pleasentness=0.98	polarity=0.934	semantics=sincere|acceptance|positive_reinforcement|brownie_point|mutual_understand	sensitivity=0.0
acne	tokens=acne|*|*	aptitude=-0.955	attention=0.0	pleasentness=-0.983	polarity=-0.969	semantics=ill_health|terminal_illness|physical_pain|trauma|car_wreck	sensitivity=0.969
acne_medication	tokens=acne|*|*,medication|*|*	aptitude=0.147	attention=0.0	pleasentness=-0.025	polarity=0.041	semantics=blow_dryer|hair_dryer|hair_gel|aspirin|wax_dental_floss	sensitivity=0.0
acquire	tokens=acquire|*|*	aptitude=0.247	attention=0.18	pleasentness=-0.048	polarity=0.095	semantics=obtain|satisfy_need|business_transaction|get_stuff|return_goods	sensitivity=-0.094
acquire_goods	tokens=acquire|*|*,goods|*|*	aptitude=0.099	attention=0.078	pleasentness=0.0	polarity=0.059	semantics=exchange_money|buy_sell|sell|make_rich_rich|sell_goods	sensitivity=0.0
acquire_knowledge	tokens=acquire|*|*,knowledge|*|*	aptitude=0.0	attention=0.757	pleasentness=0.719	polarity=0.492	semantics=increase_knowledge|get_knowledge|gain_knowledge|expand_knowledge|become_intelligent	sensitivity=0.0
acquire_wealth	tokens=acquire|*|*,wealth|*|*	aptitude=0.851	attention=0.737	pleasentness=0.881	polarity=0.823	semantics=accomplish|positive_reinforcement|financial_security|take_vacation|human_race_survive	sensitivity=0.0
acre	tokens=acre|*|*	aptitude=0.077	attention=0.096	pleasentness=0.0	polarity=0.055	semantics=acreage|cow_home|big_land|crop_place|large_land	sensitivity=0.009
acreage	tokens=acreage|*|*	aptitude=0.123	attention=0.122	pleasentness=0.0	polarity=0.082	semantics=acre|cow_home|big_land|crop_place|animal_house	sensitivity=0.0
acrobat	tokens=acrobat|*|*	aptitude=0.861	attention=0.0	pleasentness=0.754	polarity=0.538	semantics=clown|juggler|swing|halloween|dare	sensitivity=0.0
act	tokens=act|*|*	aptitude=0.126	attention=0.0	pleasentness=-0.052	polarity=-0.025	semantics=act_part|part_play|play_part|part_movie|role_play	sensitivity=-0.148
act_bored	tokens=act|*|*,bored|*|*	aptitude=-0.906	attention=0.0	pleasentness=-0.92	polarity=-0.609	semantics=check_time|think_dog|finish_test|watch_other_person|master_skill	sensitivity=0.0
act_foolish	tokens=act|*|*,foolish|*|*	aptitude=-0.958	attention=0.0	pleasentness=-0.893	polarity=-0.883	semantics=amount_nothing|lower_standard|box_ear|become_depressed|see_sky	sensitivity=0.797
act_out	tokens=act|*|*,out|*|*	aptitude=-0.09	attention=0.0	pleasentness=-0.127	polarity=-0.072	semantics=listen_story|voice_opinion|promise_good|keep_word|state_obvious	sensitivity=0.0
act_part	tokens=act|*|*,part|*|*	aptitude=0.188	attention=0.069	pleasentness=0.0	polarity=0.037	semantics=act|part_play|play_part|portray|imitate	sensitivity=-0.146
act_play	tokens=act|*|*,play|*|*	aptitude=0.0	attention=0.928	pleasentness=0.861	polarity=0.596	semantics=perform|go_stage|pretend|play_violin|play_guitar	sensitivity=0.0
act_quickly	tokens=act|*|*,quickly|*|*	aptitude=0.099	attention=0.104	pleasentness=-0.092	polarity=0.037	semantics=use_leg|take_step|wear_run_shoes|wear_good_shoes|run_slowly	sensitivity=0.0
act_silly	tokens=act|*|*,silly|*|*	aptitude=0.0	attention=0.0	pleasentness=0.814	polarity=0.271	semantics=experience_joy|lift_spirit|plan_party|think_funny|sense_joy	sensitivity=0.0
act_smart	tokens=act|*|*,smart|*|*	aptitude=-0.119	attention=0.073	pleasentness=-0.124	polarity=-0.057	semantics=tired_eye|come_conclusion|focus_attention|find_answer|solve_mystery	sensitivity=0.0
act_stupid	tokens=act|*|*,stupid|*|*	aptitude=-0.186	attention=-0.006	pleasentness=0.09	polarity=-0.033	semantics=become_drunk|slur_word|disorientation|forgetfulness|hangover	sensitivity=0.01
act_up	tokens=act|*|*,up|*|*	aptitude=-0.037	attention=0.0	pleasentness=-0.161	polarity=-0.096	semantics=throw_fit|watch_d|battle_illness|sun_oneself|honor_parent	sensitivity=-0.091
action	tokens=action|*|*	aptitude=0.188	attention=0.074	pleasentness=-0.103	polarity=0.034	semantics=motion|manoeuvre|cause_change|movement|forceful	sensitivity=-0.057
action_figure	tokens=action|*|*,figure|*|*	aptitude=0.0	attention=-0.128	pleasentness=0.0	polarity=0.039	semantics=toy_car|toy_soldier|beanie_baby|toy_marble|toy_ball	sensitivity=0.01
action_movie	tokens=action|*|*,movie|*|*	aptitude=0.0	attention=0.951	pleasentness=0.0	polarity=0.317	semantics=part_history|movie_genre|genre|fictional|horror_movie	sensitivity=0.0
active	tokens=active|*|*	aptitude=0.125	attention=0.106	pleasentness=-0.035	polarity=0.065	semantics=stamina|push_up|healthy_activity|use_muscle|move_body	sensitivity=0.0
activist	tokens=activist|*|*	aptitude=0.96	attention=0.0	pleasentness=0.77	polarity=0.577	semantics=several_people|picket_sign|everyone_know|well_known|favorite	sensitivity=0.0
activity	tokens=activity|*|*	aptitude=0.231	attention=0.099	pleasentness=0.0	polarity=0.09	semantics=action|active|game_action|business|take_action	sensitivity=-0.061
actor	tokens=actor|*|*	aptitude=0.098	attention=0.078	pleasentness=0.075	polarity=0.042	semantics=movie_star|actress|entertainer|performer|preview	sensitivity=-0.124
actress	tokens=actress|*|*	aptitude=0.632	attention=-0.572	pleasentness=0.681	polarity=0.628	semantics=actor|movie_star|entertainer|performer|preview	sensitivity=0.0
actual	tokens=actual|*|*	aptitude=0.294	attention=0.205	pleasentness=0.032	polarity=0.138	semantics=electrical_unit|relevant|contemporary|particular|up_date	sensitivity=-0.118
ad	tokens=ad|*|*	aptitude=0.224	attention=0.153	pleasentness=0.08	polarity=0.111	semantics=media|informative|introduction|fun_reinformational|ephemeral	sensitivity=-0.125
