abominable_g	tokens=abominable|*|G	polarity=NEGATIVE	strong=true
abominably	tokens=abominably|*|*	polarity=NEGATIVE	strong=true
abominate_stemmed_v	tokens=*|abomin|V	polarity=NEGATIVE	strong=true
abomination_n	tokens=abomination|*|N	polarity=NEGATIVE	strong=true
abound_stemmed_v	tokens=*|abound|V	polarity=POSITIVE	strong=false
above	tokens=above|*|*	polarity=POSITIVE	strong=false
above-average_g	tokens=above-average|*|G	polarity=POSITIVE	strong=false
abrade_stemmed_v	tokens=*|abrad|V	polarity=NEGATIVE	strong=false
abrasive_g	tokens=abrasive|*|G	polarity=NEGATIVE	strong=true
abrupt_g	tokens=abrupt|*|G	polarity=NEGATIVE	strong=false
abscond_stemmed_v	tokens=*|abscond|V	polarity=NEGATIVE	strong=true
absence_n	tokens=absence|*|N	polarity=NEGATIVE	strong=false
absent-minded_g	tokens=absent-minded|*|G	polarity=NEGATIVE	strong=true
absentee_stemmed	tokens=*|absente|*	polarity=NEGATIVE	strong=false
absolute_g	tokens=absolute|*|G	polarity=NEUTRAL	strong=true
absolutely_g	tokens=absolutely|*|G	polarity=NEUTRAL	strong=true
absolve_stemmed_v	tokens=*|absolv|V	polarity=POSITIVE	strong=true
absorbed_v	tokens=absorbed|*|V	polarity=NEUTRAL	strong=false
absurd_g	tokens=absurd|*|G	polarity=NEGATIVE	strong=true
absurdity_n	tokens=absurdity|*|N	polarity=NEGATIVE	strong=true
absurdly	tokens=absurdly|*|*	polarity=NEGATIVE	strong=true
absurdness_n	tokens=absurdness|*|N	polarity=NEGATIVE	strong=true
abundance_n	tokens=abundance|*|N	polarity=POSITIVE	strong=false
abundant_g	tokens=abundant|*|G	polarity=POSITIVE	strong=false
abuse_g	tokens=abuse|*|G	polarity=NEGATIVE	strong=false
abuse_n	tokens=abuse|*|N	polarity=NEGATIVE	strong=false
abuse_stemmed_v	tokens=*|abus|V	polarity=NEGATIVE	strong=true
abuses_g	tokens=abuses|*|G	polarity=NEGATIVE	strong=false
abuses_n	tokens=abuses|*|N	polarity=NEGATIVE	strong=false
abusive_g	tokens=abusive|*|G	polarity=NEGATIVE	strong=true
abysmal_g	tokens=abysmal|*|G	polarity=NEGATIVE	strong=true
abysmally	tokens=abysmally|*|*	polarity=NEGATIVE	strong=true
abyss_n	tokens=abyss|*|N	polarity=NEGATIVE	strong=true
accede_stemmed_v	tokens=*|acced|V	polarity=POSITIVE	strong=true
accentuate_stemmed_v	tokens=*|accentu|V	polarity=NEUTRAL	strong=true
accept_stemmed_v	tokens=*|accept|V	polarity=POSITIVE	strong=false
acceptable_g	tokens=acceptable|*|G	polarity=POSITIVE	strong=false
acceptance_n	tokens=acceptance|*|N	polarity=POSITIVE	strong=false
accessible_g	tokens=accessible|*|G	polarity=POSITIVE	strong=false
accidental_g	tokens=accidental|*|G	polarity=NEGATIVE	strong=false
acclaim_n	tokens=acclaim|*|N	polarity=POSITIVE	strong=true
acclaim_stemmed_v	tokens=*|acclaim|V	polarity=POSITIVE	strong=true
acclaimed_g	tokens=acclaimed|*|G	polarity=POSITIVE	strong=true
acclamation_stemmed	tokens=*|acclam|*	polarity=POSITIVE	strong=true
accolade_n	tokens=accolade|*|N	polarity=POSITIVE	strong=true
accolades_n	tokens=accolades|*|N	polarity=POSITIVE	strong=true
accommodative_g	tokens=accommodative|*|G	polarity=POSITIVE	strong=false
accomplish_stemmed_v	tokens=*|accomplish|V	polarity=POSITIVE	strong=false
accomplishment_n	tokens=accomplishment|*|N	polarity=POSITIVE	strong=false
accomplishments_n	tokens=accomplishments|*|N	polarity=POSITIVE	strong=false
accord_stemmed_v	tokens=*|accord|V	polarity=POSITIVE	strong=false
accordance_n	tokens=accordance|*|N	polarity=POSITIVE	strong=false
accordantly_a	tokens=accordantly|*|A	polarity=POSITIVE	strong=false
accost_stemmed_v	tokens=*|accost|V	polarity=NEGATIVE	strong=false
accountable_g	tokens=accountable|*|G	polarity=NEGATIVE	strong=false
accurate_g	tokens=accurate|*|G	polarity=POSITIVE	strong=false
accurately_g	tokens=accurately|*|G	polarity=POSITIVE	strong=false
accursed_g	tokens=accursed|*|G	polarity=NEGATIVE	strong=true
accusation_g	tokens=accusation|*|G	polarity=NEGATIVE	strong=true
accusation_n	tokens=accusation|*|N	polarity=NEGATIVE	strong=true
accusations_g	tokens=accusations|*|G	polarity=NEGATIVE	strong=true
accusations_n	tokens=accusations|*|N	polarity=NEGATIVE	strong=true
accuse_stemmed_v	tokens=*|accus|V	polarity=NEGATIVE	strong=true
accuses_v	tokens=accuses|*|V	polarity=NEGATIVE	strong=true
accusing	tokens=accusing|*|*	polarity=NEGATIVE	strong=true
accusingly	tokens=accusingly|*|*	polarity=NEGATIVE	strong=true
acerbate_stemmed_v	tokens=*|acerb|V	polarity=NEGATIVE	strong=true
acerbic_g	tokens=acerbic|*|G	polarity=NEGATIVE	strong=true
acerbically_a	tokens=acerbically|*|A	polarity=NEGATIVE	strong=true
ache_stemmed_v	tokens=*|ach|V	polarity=NEGATIVE	strong=true
achievable_g	tokens=achievable|*|G	polarity=POSITIVE	strong=false
achieve_stemmed_v	tokens=*|achiev|V	polarity=POSITIVE	strong=false
achievement	tokens=achievement|*|*	polarity=POSITIVE	strong=false
achievements	tokens=achievements|*|*	polarity=POSITIVE	strong=false
acknowledge_stemmed_v	tokens=*|acknowledg|V	polarity=POSITIVE	strong=false
acknowledgement_n	tokens=acknowledgement|*|N	polarity=POSITIVE	strong=false
acquit_stemmed_v	tokens=*|acquit|V	polarity=POSITIVE	strong=false
acrid_g	tokens=acrid|*|G	polarity=NEGATIVE	strong=true
acridly	tokens=acridly|*|*	polarity=NEGATIVE	strong=true
acridness_n	tokens=acridness|*|N	polarity=NEGATIVE	strong=true
acrimonious_g	tokens=acrimonious|*|G	polarity=NEGATIVE	strong=true
acrimoniously	tokens=acrimoniously|*|*	polarity=NEGATIVE	strong=true
acrimony_n	tokens=acrimony|*|N	polarity=NEGATIVE	strong=true
active_g	tokens=active|*|G	polarity=POSITIVE	strong=false
activist_g	tokens=activist|*|G	polarity=NEUTRAL	strong=true
activist_n	tokens=activist|*|N	polarity=NEUTRAL	strong=true
actual	tokens=actual|*|*	polarity=NEUTRAL	strong=true
actuality	tokens=actuality|*|*	polarity=NEUTRAL	strong=true
actually	tokens=actually|*|*	polarity=NEUTRAL	strong=true
acumen_n	tokens=acumen|*|N	polarity=POSITIVE	strong=true
adamant_g	tokens=adamant|*|G	polarity=NEGATIVE	strong=true
adamantly	tokens=adamantly|*|*	polarity=NEGATIVE	strong=true
adaptability_n	tokens=adaptability|*|N	polarity=POSITIVE	strong=false
adaptable_g	tokens=adaptable|*|G	polarity=POSITIVE	strong=false
adaptive_g	tokens=adaptive|*|G	polarity=POSITIVE	strong=false
addict_n	tokens=addict|*|N	polarity=NEGATIVE	strong=false
addiction_n	tokens=addiction|*|N	polarity=NEGATIVE	strong=false
adept_g	tokens=adept|*|G	polarity=POSITIVE	strong=false
adeptly_a	tokens=adeptly|*|A	polarity=POSITIVE	strong=false
adequate_g	tokens=adequate|*|G	polarity=POSITIVE	strong=false
adherence_n	tokens=adherence|*|N	polarity=POSITIVE	strong=false
adherent_g	tokens=adherent|*|G	polarity=POSITIVE	strong=false
adhesion_n	tokens=adhesion|*|N	polarity=POSITIVE	strong=false
admirable	tokens=admirable|*|*	polarity=POSITIVE	strong=true
admirable_g	tokens=admirable|*|G	polarity=POSITIVE	strong=true
admirably	tokens=admirably|*|*	polarity=POSITIVE	strong=true
admiration_n	tokens=admiration|*|N	polarity=POSITIVE	strong=true
admire_stemmed_v	tokens=*|admir|V	polarity=POSITIVE	strong=true
admirer_n	tokens=admirer|*|N	polarity=POSITIVE	strong=true
admiring_g	tokens=admiring|*|G	polarity=POSITIVE	strong=true
admiringly_g	tokens=admiringly|*|G	polarity=POSITIVE	strong=true
admission_g	tokens=admission|*|G	polarity=POSITIVE	strong=false
admission_n	tokens=admission|*|N	polarity=POSITIVE	strong=false
admit_stemmed_v	tokens=*|admit|V	polarity=POSITIVE	strong=true
admittedly_stemmed	tokens=*|admit|*	polarity=POSITIVE	strong=true
admonish_stemmed_v	tokens=*|admonish|V	polarity=NEGATIVE	strong=true
admonisher_stemmed	tokens=*|admonish|*	polarity=NEGATIVE	strong=true
admonishingly_stemmed	tokens=*|admonish|*	polarity=NEGATIVE	strong=true
admonishment_stemmed	tokens=*|admonish|*	polarity=NEGATIVE	strong=true
admonition_n	tokens=admonition|*|N	polarity=NEGATIVE	strong=true
adolescents_g	tokens=adolescents|*|G	polarity=NEUTRAL	strong=true
adolescents_n	tokens=adolescents|*|N	polarity=NEUTRAL	strong=true
adorable_g	tokens=adorable|*|G	polarity=POSITIVE	strong=true
adore_stemmed_v	tokens=*|ador|V	polarity=POSITIVE	strong=true
adored_g	tokens=adored|*|G	polarity=POSITIVE	strong=true
adorer_n	tokens=adorer|*|N	polarity=POSITIVE	strong=true
adorer_stemmed	tokens=*|ador|*	polarity=POSITIVE	strong=true
adoring_g	tokens=adoring|*|G	polarity=POSITIVE	strong=true
adoringly	tokens=adoringly|*|*	polarity=POSITIVE	strong=true
adrift	tokens=adrift|*|*	polarity=NEGATIVE	strong=false
adroit_g	tokens=adroit|*|G	polarity=POSITIVE	strong=true
adroitly_g	tokens=adroitly|*|G	polarity=POSITIVE	strong=true
adulate_stemmed_v	tokens=*|adul|V	polarity=POSITIVE	strong=true
adulation_stemmed	tokens=*|adul|*	polarity=POSITIVE	strong=true
adulatory_g	tokens=adulatory|*|G	polarity=POSITIVE	strong=true
adulterate_stemmed_v	tokens=*|adulter|V	polarity=NEGATIVE	strong=true
adulterated	tokens=adulterated|*|*	polarity=NEGATIVE	strong=true
adulteration_n	tokens=adulteration|*|N	polarity=NEGATIVE	strong=true
advanced_g	tokens=advanced|*|G	polarity=POSITIVE	strong=false
advantage_g	tokens=advantage|*|G	polarity=POSITIVE	strong=false
advantage_n	tokens=advantage|*|N	polarity=POSITIVE	strong=false
advantageous_g	tokens=advantageous|*|G	polarity=POSITIVE	strong=true
advantages_g	tokens=advantages|*|G	polarity=POSITIVE	strong=false
advantages_n	tokens=advantages|*|N	polarity=POSITIVE	strong=false
adventure_g	tokens=adventure|*|G	polarity=POSITIVE	strong=false
adventure_n	tokens=adventure|*|N	polarity=POSITIVE	strong=false
adventuresome_n	tokens=adventuresome|*|N	polarity=POSITIVE	strong=true
adventurism_n	tokens=adventurism|*|N	polarity=POSITIVE	strong=true
adventurous_g	tokens=adventurous|*|G	polarity=POSITIVE	strong=false
adversarial_g	tokens=adversarial|*|G	polarity=NEGATIVE	strong=false
adversary_stemmed_n	tokens=*|adversari|N	polarity=NEGATIVE	strong=false
adverse_g	tokens=adverse|*|G	polarity=NEGATIVE	strong=false
adversity_n	tokens=adversity|*|N	polarity=NEGATIVE	strong=true
advice_g	tokens=advice|*|G	polarity=POSITIVE	strong=false
advice_n	tokens=advice|*|N	polarity=POSITIVE	strong=false
advisable_n	tokens=advisable|*|N	polarity=POSITIVE	strong=false
advocacy_n	tokens=advocacy|*|N	polarity=POSITIVE	strong=true
advocate_stemmed_v	tokens=*|advoc|V	polarity=POSITIVE	strong=true
affability_n	tokens=affability|*|N	polarity=POSITIVE	strong=false
affable_g	tokens=affable|*|G	polarity=POSITIVE	strong=true
affably_a	tokens=affably|*|A	polarity=POSITIVE	strong=false
affect_stemmed_v	tokens=*|affect|V	polarity=NEUTRAL	strong=false
affectation_n	tokens=affectation|*|N	polarity=NEGATIVE	strong=false
affected_g	tokens=affected|*|G	polarity=NEUTRAL	strong=true
affection_g	tokens=affection|*|G	polarity=POSITIVE	strong=true
affection_n	tokens=affection|*|N	polarity=POSITIVE	strong=true
affectionate_g	tokens=affectionate|*|G	polarity=POSITIVE	strong=true
affinity_n	tokens=affinity|*|N	polarity=POSITIVE	strong=false
affirm_stemmed_v	tokens=*|affirm|V	polarity=POSITIVE	strong=true
affirmation_g	tokens=affirmation|*|G	polarity=POSITIVE	strong=true
affirmation_n	tokens=affirmation|*|N	polarity=POSITIVE	strong=true
affirmative_n	tokens=affirmative|*|N	polarity=POSITIVE	strong=false
afflict_stemmed_v	tokens=*|afflict|V	polarity=NEGATIVE	strong=false
affliction_n	tokens=affliction|*|N	polarity=NEGATIVE	strong=false
afflictive_g	tokens=afflictive|*|G	polarity=NEGATIVE	strong=true
affluence_n	tokens=affluence|*|N	polarity=POSITIVE	strong=false
affluent_g	tokens=affluent|*|G	polarity=POSITIVE	strong=false
afford_stemmed_v	tokens=*|afford|V	polarity=POSITIVE	strong=false
affordable_g	tokens=affordable|*|G	polarity=POSITIVE	strong=false
affront_n	tokens=affront|*|N	polarity=NEGATIVE	strong=true
affront_stemmed_v	tokens=*|affront|V	polarity=NEGATIVE	strong=true
afloat_g	tokens=afloat|*|G	polarity=POSITIVE	strong=false
afraid_g	tokens=afraid|*|G	polarity=NEGATIVE	strong=true
against	tokens=against|*|*	polarity=NEGATIVE	strong=false
aggravate_stemmed_v	tokens=*|aggrav|V	polarity=NEGATIVE	strong=true
aggravating_g	tokens=aggravating|*|G	polarity=NEGATIVE	strong=true
aggravation_n	tokens=aggravation|*|N	polarity=NEGATIVE	strong=true
aggression_g	tokens=aggression|*|G	polarity=NEGATIVE	strong=true
aggression_n	tokens=aggression|*|N	polarity=NEGATIVE	strong=true
aggressive_stemmed	tokens=*|aggress|*	polarity=NEGATIVE	strong=true
aggressiveness_n	tokens=aggressiveness|*|N	polarity=NEGATIVE	strong=true
aggressor_n	tokens=aggressor|*|N	polarity=NEGATIVE	strong=true
aggrieve_stemmed_v	tokens=*|aggriev|V	polarity=NEGATIVE	strong=true
aggrieved_g	tokens=aggrieved|*|G	polarity=NEGATIVE	strong=true
aghast_g	tokens=aghast|*|G	polarity=NEGATIVE	strong=true
agile_g	tokens=agile|*|G	polarity=POSITIVE	strong=false
agilely_a	tokens=agilely|*|A	polarity=POSITIVE	strong=false
agility_n	tokens=agility|*|N	polarity=POSITIVE	strong=false
agitate_stemmed_v	tokens=*|agit|V	polarity=NEGATIVE	strong=true
agitated_g	tokens=agitated|*|G	polarity=NEGATIVE	strong=true
agitation_n	tokens=agitation|*|N	polarity=NEGATIVE	strong=true
agitator_n	tokens=agitator|*|N	polarity=NEGATIVE	strong=true
agonies_n	tokens=agonies|*|N	polarity=NEGATIVE	strong=true
agonize_stemmed_v	tokens=*|agon|V	polarity=NEGATIVE	strong=true
agonizing_g	tokens=agonizing|*|G	polarity=NEGATIVE	strong=true
agonizing_stemmed	tokens=*|agon|*	polarity=NEGATIVE	strong=true
agonizingly	tokens=agonizingly|*|*	polarity=NEGATIVE	strong=true
agony_n	tokens=agony|*|N	polarity=NEGATIVE	strong=true
agree_stemmed_v	tokens=*|agre|V	polarity=POSITIVE	strong=true
agreeability_stemmed	tokens=*|agreeabl|*	polarity=POSITIVE	strong=true
agreeable_g	tokens=agreeable|*|G	polarity=POSITIVE	strong=false
agreeable_stemmed	tokens=*|agreeabl|*	polarity=POSITIVE	strong=true
agreeableness_stemmed	tokens=*|agreeabl|*	polarity=POSITIVE	strong=true
agreeably_stemmed	tokens=*|agreeabl|*	polarity=POSITIVE	strong=true
agreement_g	tokens=agreement|*|G	polarity=POSITIVE	strong=false
agreement_n	tokens=agreement|*|N	polarity=POSITIVE	strong=false
aha_stemmed	tokens=*|aha|*	polarity=NEUTRAL	strong=true
ail_n	tokens=ail|*|N	polarity=NEGATIVE	strong=false
ail_stemmed_v	tokens=*|ail|V	polarity=NEGATIVE	strong=false
ailment_n	tokens=ailment|*|N	polarity=NEGATIVE	strong=false
aimless_g	tokens=aimless|*|G	polarity=NEGATIVE	strong=true
air_stemmed_v	tokens=*|air|V	polarity=NEUTRAL	strong=true
airs_g	tokens=airs|*|G	polarity=NEGATIVE	strong=false
airs_n	tokens=airs|*|N	polarity=NEGATIVE	strong=false
alarm_g	tokens=alarm|*|G	polarity=NEGATIVE	strong=false
alarm_stemmed_v	tokens=*|alarm|V	polarity=NEGATIVE	strong=false
alarmed_g	tokens=alarmed|*|G	polarity=NEGATIVE	strong=true
alarming_g	tokens=alarming|*|G	polarity=NEGATIVE	strong=true
alarmingly	tokens=alarmingly|*|*	polarity=NEGATIVE	strong=true
alas_stemmed	tokens=*|ala|*	polarity=NEGATIVE	strong=true
alert_g	tokens=alert|*|G	polarity=NEUTRAL	strong=false
alienate_stemmed_v	tokens=*|alien|V	polarity=NEGATIVE	strong=false
alienated_g	tokens=alienated|*|G	polarity=NEGATIVE	strong=false
alienation_n	tokens=alienation|*|N	polarity=NEGATIVE	strong=false
all-time_g	tokens=all-time|*|G	polarity=NEUTRAL	strong=false
all-time_n	tokens=all-time|*|N	polarity=NEUTRAL	strong=false
allay_stemmed_v	tokens=*|allay|V	polarity=POSITIVE	strong=true
allegation	tokens=allegation|*|*	polarity=NEGATIVE	strong=true
allegations_g	tokens=allegations|*|G	polarity=NEGATIVE	strong=true
allegations_n	tokens=allegations|*|N	polarity=NEGATIVE	strong=true
allege_v	tokens=allege|*|V	polarity=NEGATIVE	strong=false
allegorize_stemmed_v	tokens=*|allegor|V	polarity=NEUTRAL	strong=true
allergic_g	tokens=allergic|*|G	polarity=NEGATIVE	strong=false
alleviate_stemmed_v	tokens=*|allevi|V	polarity=POSITIVE	strong=false
alliance	tokens=alliance|*|*	polarity=NEUTRAL	strong=true
alliances_g	tokens=alliances|*|G	polarity=NEUTRAL	strong=true
alliances_n	tokens=alliances|*|N	polarity=NEUTRAL	strong=true
allow_stemmed_v	tokens=*|allow|V	polarity=POSITIVE	strong=false
allowable_g	tokens=allowable|*|G	polarity=POSITIVE	strong=false
allure_n	tokens=allure|*|N	polarity=POSITIVE	strong=true
allure_stemmed_v	tokens=*|allur|V	polarity=POSITIVE	strong=true
alluring	tokens=alluring|*|*	polarity=POSITIVE	strong=true
alluringly	tokens=alluringly|*|*	polarity=POSITIVE	strong=true
allusion_g	tokens=allusion|*|G	polarity=NEUTRAL	strong=true
allusion_n	tokens=allusion|*|N	polarity=NEUTRAL	strong=true
allusions	tokens=allusions|*|*	polarity=NEUTRAL	strong=true
ally_stemmed_n	tokens=*|alli|N	polarity=POSITIVE	strong=true
almighty_g	tokens=almighty|*|G	polarity=POSITIVE	strong=true
aloof_g	tokens=aloof|*|G	polarity=NEGATIVE	strong=true
altercation_n	tokens=altercation|*|N	polarity=NEGATIVE	strong=false
although_stemmed	tokens=*|although|*	polarity=NEGATIVE	strong=false
altogether	tokens=altogether|*|*	polarity=NEUTRAL	strong=true
altruist_n	tokens=altruist|*|N	polarity=POSITIVE	strong=true
altruistic_g	tokens=altruistic|*|G	polarity=POSITIVE	strong=true
altruistically_g	tokens=altruistically|*|G	polarity=POSITIVE	strong=true
amaze_stemmed_v	tokens=*|amaz|V	polarity=POSITIVE	strong=true
amazed_g	tokens=amazed|*|G	polarity=POSITIVE	strong=true
amazement_n	tokens=amazement|*|N	polarity=POSITIVE	strong=true
amazing_g	tokens=amazing|*|G	polarity=POSITIVE	strong=true
amazing_stemmed	tokens=*|amaz|*	polarity=POSITIVE	strong=true
amazingly	tokens=amazingly|*|*	polarity=POSITIVE	strong=true
ambiguity_n	tokens=ambiguity|*|N	polarity=NEGATIVE	strong=true
ambiguous_g	tokens=ambiguous|*|G	polarity=NEGATIVE	strong=true
ambitious_g	tokens=ambitious|*|G	polarity=POSITIVE	strong=false
ambitious_n	tokens=ambitious|*|N	polarity=POSITIVE	strong=false
ambitiously_stemmed	tokens=*|ambiti|*	polarity=POSITIVE	strong=false
ambivalence_stemmed	tokens=*|ambival|*	polarity=NEGATIVE	strong=true
ambivalent_g	tokens=ambivalent|*|G	polarity=NEGATIVE	strong=true
ambivalent_n	tokens=ambivalent|*|N	polarity=NEGATIVE	strong=true
ambush_n	tokens=ambush|*|N	polarity=NEGATIVE	strong=false
ambush_stemmed_v	tokens=*|ambush|V	polarity=NEGATIVE	strong=false
ameliorate_stemmed_v	tokens=*|amelior|V	polarity=POSITIVE	strong=true
amenable_g	tokens=amenable|*|G	polarity=POSITIVE	strong=true
amenity_n	tokens=amenity|*|N	polarity=POSITIVE	strong=false
amiability_n	tokens=amiability|*|N	polarity=POSITIVE	strong=true
amiabily_a	tokens=amiabily|*|A	polarity=POSITIVE	strong=true
amiable_g	tokens=amiable|*|G	polarity=POSITIVE	strong=true
amicability_n	tokens=amicability|*|N	polarity=POSITIVE	strong=true
amicable_g	tokens=amicable|*|G	polarity=POSITIVE	strong=true
amicably_a	tokens=amicably|*|A	polarity=POSITIVE	strong=true
amiss	tokens=amiss|*|*	polarity=NEGATIVE	strong=true
amity_g	tokens=amity|*|G	polarity=POSITIVE	strong=false
amity_n	tokens=amity|*|N	polarity=POSITIVE	strong=false
amnesty_n	tokens=amnesty|*|N	polarity=POSITIVE	strong=false
amour_n	tokens=amour|*|N	polarity=POSITIVE	strong=true
ample_g	tokens=ample|*|G	polarity=POSITIVE	strong=false
amplify_stemmed_v	tokens=*|amplifi|V	polarity=NEUTRAL	strong=false
amply_a	tokens=amply|*|A	polarity=POSITIVE	strong=false
amputate_stemmed_v	tokens=*|amput|V	polarity=NEGATIVE	strong=false
amuse_stemmed_v	tokens=*|amus|V	polarity=POSITIVE	strong=true
amusement_g	tokens=amusement|*|G	polarity=POSITIVE	strong=true
amusement_n	tokens=amusement|*|N	polarity=POSITIVE	strong=true
amusing_g	tokens=amusing|*|G	polarity=POSITIVE	strong=true
amusing_stemmed	tokens=*|amus|*	polarity=POSITIVE	strong=true
amusingly_stemmed	tokens=*|amus|*	polarity=POSITIVE	strong=true
analytical_g	tokens=analytical|*|G	polarity=NEUTRAL	strong=false
anarchism_n	tokens=anarchism|*|N	polarity=NEGATIVE	strong=true
anarchist_n	tokens=anarchist|*|N	polarity=NEGATIVE	strong=true
anarchistic_g	tokens=anarchistic|*|G	polarity=NEGATIVE	strong=true
anarchy_n	tokens=anarchy|*|N	polarity=NEGATIVE	strong=true
anemic_g	tokens=anemic|*|G	polarity=NEGATIVE	strong=false
angel_n	tokens=angel|*|N	polarity=POSITIVE	strong=false
angelic_g	tokens=angelic|*|G	polarity=POSITIVE	strong=true
anger_g	tokens=anger|*|G	polarity=NEGATIVE	strong=true
anger_n	tokens=anger|*|N	polarity=NEGATIVE	strong=true
anger_stemmed_v	tokens=*|anger|V	polarity=NEGATIVE	strong=true
angrily_stemmed	tokens=*|angrili|*	polarity=NEGATIVE	strong=true
angriness_stemmed	tokens=*|angri|*	polarity=NEGATIVE	strong=true
angry_g	tokens=angry|*|G	polarity=NEGATIVE	strong=true
anguish_n	tokens=anguish|*|N	polarity=NEGATIVE	strong=true
anguish_stemmed_v	tokens=*|anguish|V	polarity=NEGATIVE	strong=true
animated_g	tokens=animated|*|G	polarity=POSITIVE	strong=false
animosity_n	tokens=animosity|*|N	polarity=NEGATIVE	strong=true
annihilate_stemmed_v	tokens=*|annihil|V	polarity=NEGATIVE	strong=true
annihilation_n	tokens=annihilation|*|N	polarity=NEGATIVE	strong=true
annoy_stemmed_v	tokens=*|annoy|V	polarity=NEGATIVE	strong=true
annoyance_n	tokens=annoyance|*|N	polarity=NEGATIVE	strong=true
annoyed_g	tokens=annoyed|*|G	polarity=NEGATIVE	strong=true
annoying_g	tokens=annoying|*|G	polarity=NEGATIVE	strong=true
annoying_stemmed	tokens=*|annoy|*	polarity=NEGATIVE	strong=true
annoyingly	tokens=annoyingly|*|*	polarity=NEGATIVE	strong=true
anomalous_g	tokens=anomalous|*|G	polarity=NEGATIVE	strong=false
anomaly_n	tokens=anomaly|*|N	polarity=NEGATIVE	strong=false
antagonism_n	tokens=antagonism|*|N	polarity=NEGATIVE	strong=true
antagonist_n	tokens=antagonist|*|N	polarity=NEGATIVE	strong=false
antagonistic_g	tokens=antagonistic|*|G	polarity=NEGATIVE	strong=true
antagonize_stemmed_v	tokens=*|antagon|V	polarity=NEGATIVE	strong=true
anti-American_g	tokens=anti-american|*|G	polarity=NEGATIVE	strong=true
anti-American_n	tokens=anti-american|*|N	polarity=NEGATIVE	strong=true
anti-Israeli_g	tokens=anti-israeli|*|G	polarity=NEGATIVE	strong=true
anti-Israeli_n	tokens=anti-israeli|*|N	polarity=NEGATIVE	strong=true
anti-Semites_g	tokens=anti-semites|*|G	polarity=NEGATIVE	strong=true
anti-Semites_n	tokens=anti-semites|*|N	polarity=NEGATIVE	strong=true
anti-US_g	tokens=anti-us|*|G	polarity=NEGATIVE	strong=true
anti-US_n	tokens=anti-us|*|N	polarity=NEGATIVE	strong=true
anti-_n	tokens=anti-|*|N	polarity=NEGATIVE	strong=true
anti-occupation_g	tokens=anti-occupation|*|G	polarity=NEGATIVE	strong=true
anti-occupation_n	tokens=anti-occupation|*|N	polarity=NEGATIVE	strong=true
anti-proliferation_g	tokens=anti-proliferation|*|G	polarity=NEGATIVE	strong=true
anti-proliferation_n	tokens=anti-proliferation|*|N	polarity=NEGATIVE	strong=true
anti-social_g	tokens=anti-social|*|G	polarity=NEGATIVE	strong=true
anti-white_g	tokens=anti-white|*|G	polarity=NEGATIVE	strong=true
anti-white_n	tokens=anti-white|*|N	polarity=NEGATIVE	strong=true
antipathy_n	tokens=antipathy|*|N	polarity=NEGATIVE	strong=true
antiquated_g	tokens=antiquated|*|G	polarity=NEGATIVE	strong=true
antithetical_g	tokens=antithetical|*|G	polarity=NEGATIVE	strong=true
antithetical_n	tokens=antithetical|*|N	polarity=NEGATIVE	strong=true
anxieties_n	tokens=anxieties|*|N	polarity=NEGATIVE	strong=true
anxiety_n	tokens=anxiety|*|N	polarity=NEGATIVE	strong=true
anxious	tokens=anxious|*|*	polarity=NEGATIVE	strong=true
